アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,77,34.1%,安打,66,64.7%
フライ,80,35.4%,四死球,32,31.4%
空三振,43,19.0%,失策出塁,4,3.9%
見三振,19,8.4%,野選,0,0.0%
犠打,7,3.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
