チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
阪神,.000,3,7,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,.143,.000,0.143
ＤｅＮＡ,.250,3,12,8,1,2,0,0,0,2,1,2,4,0,0,0,0,0,0,0,.500,.250,0.75
広島,.400,2,6,5,0,2,2,0,0,4,0,1,1,0,0,0,0,0,0,0,.500,.800,1.3
ヤクルト,.000,2,8,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,.000,.000,0.0
中日,.000,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
