条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.333,40,36,12,1,0,1,1,6,4,0,0,0,.400
1塁,.333,13,12,4,0,0,0,0,4,1,0,0,0,.385
2塁,.000,2,1,0,0,0,0,0,0,1,0,0,0,.500
3塁,-,1,0,0,0,0,0,0,0,1,0,0,0,1.000
1・2塁,.000,2,2,0,0,0,0,0,1,0,0,0,0,.000
1・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
2・3塁,.000,1,1,0,0,0,0,0,1,0,0,0,0,.000
満塁,.000,2,2,0,0,0,0,0,1,0,0,0,0,.000
得点圏,.000,8,6,0,0,0,0,0,3,2,0,0,0,.250
