月名,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
3・4月,7.88,3,1,2,0,1,1,0,1,0,0,0,8.0,11,0,11,1,0,7,7,1.5,0.324,3.60,1.00
5月,0.61,2,2,0,1,0,0,0,0,0,0,0,14.2,7,0,11,5,0,2,1,0.82,0.143,4.15,-
6月,5.79,3,2,1,0,0,0,0,0,0,0,0,14.0,15,4,12,5,0,9,9,1.43,0.268,3.75,1.00
7月,3.86,5,2,3,1,2,0,0,0,0,0,1,14.0,14,2,14,4,0,10,6,1.29,0.246,3.27,2.00
8月,2.81,4,4,0,0,1,0,0,0,0,0,0,25.2,16,3,26,3,0,9,8,0.74,0.178,1.93,-
9月,3.14,4,2,2,1,1,0,0,0,0,0,0,14.1,10,1,20,3,0,5,5,0.91,0.192,4.20,99.00
10月,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
11月,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
