アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,81,30.7%,安打,73,75.3%
フライ,88,33.3%,四死球,21,21.6%
空三振,52,19.7%,失策出塁,3,3.1%
見三振,42,15.9%,野選,0,0.0%
犠打,1,0.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
