チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,2.17,5,5,0,2,2,0,0,0,0,0,0,29.0,24,1,24,10,2,7,7,1.17,0.224,1.45,-
阪神,4.2,3,3,0,0,1,0,0,0,0,0,0,15.0,13,0,13,7,3,7,7,1.33,0.241,2.12,-
ＤｅＮＡ,5.4,1,1,0,0,0,0,0,0,0,0,0,5.0,4,1,3,2,0,3,3,1.2,0.235,4.5,-
広島,3.0,4,4,0,1,1,0,0,0,0,0,0,24.0,26,0,19,5,0,9,8,1.29,0.274,1.0,-
ヤクルト,5.68,1,1,0,0,1,0,0,0,0,0,0,6.1,8,0,7,4,0,4,4,1.89,0.308,0.0,-
