条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.245,164,147,36,12,0,1,35,12,3,1,1
対左打者,0.257,175,152,39,7,1,1,31,16,2,4,1
