種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.85,12,12,0,4,5,0,0,0,0,0,0,73.0,58,9,52,9,2,18,15,0.92,0.22,3.6,-
Visitor,3.94,10,10,0,2,4,0,0,0,0,0,0,48.0,52,3,36,10,3,24,21,1.29,0.272,3.1,-
