打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,56,16,0.286,3,8,2,0,1,0.305
2打席目,56,10,0.179,0,13,0,1,2,0.172
3打席目,49,12,0.245,1,9,5,2,0,0.315
4打席目,42,14,0.333,1,9,4,1,0,0.391
5打席目以上,6,0,0.0,0,1,2,0,0,0.25
