球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.258,43,131,120,17,31,6,0,3,46,9,26,7,0,2,0,2,1,0,4,.305,.383,0.689
みずほPayPay,.150,7,22,20,0,3,0,0,0,3,1,5,0,0,1,1,0,0,0,0,.190,.150,0.34
エスコンＦ,.267,5,20,15,1,4,0,0,0,4,2,2,2,0,0,3,0,0,0,0,.353,.267,0.62
楽天モバイル,.000,4,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,.000,.000,0.0
京セラD大阪,.318,7,22,22,2,7,3,0,2,16,6,2,0,0,0,0,0,0,0,0,.318,.727,1.045
ベルーナドーム,.111,6,9,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,.111,.111,0.222
Pa その他,.286,2,8,7,1,2,1,0,0,3,1,1,0,0,0,0,1,0,0,0,.250,.429,0.679
東京ドーム,.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
甲子園,.182,3,11,11,0,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,.182,.273,0.455
横浜,.143,2,8,7,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,.250,.143,0.393
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.300,3,12,10,0,3,0,0,0,3,0,1,1,0,1,0,0,1,0,0,.417,.300,0.717
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
