アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,60,33.9%,安打,54,75.0%
フライ,69,39.0%,四死球,15,20.8%
空三振,39,22.0%,失策出塁,3,4.2%
見三振,6,3.4%,野選,0,0.0%
犠打,3,1.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
