条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.208,28,24,5,2,0,0,0,0,1,3,0,0.24
1-0より,.333,19,18,6,2,0,1,0,0,0,0,1,0.316
2-0より,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.318,23,22,7,1,0,0,0,0,0,1,0,0.318
1-1より,.455,23,22,10,3,0,0,0,0,0,0,1,0.435
2-1より,.200,6,5,1,0,0,0,0,0,0,0,1,0.167
3-1より,1.000,5,1,1,0,0,1,0,4,0,0,0,1.0
0-2より,.167,31,30,5,1,0,0,13,0,1,0,0,0.194
1-2より,.057,35,35,2,0,0,0,13,0,0,0,0,0.057
2-2より,.262,44,42,11,2,0,2,8,0,2,0,0,0.295
3-2より,.222,32,27,6,0,0,1,11,5,0,0,0,0.344
