種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.96,11,0,11,0,0,1,0,1,0,0,0,18.1,18,1,17,4,2,6,4,1.2,0.25,-,3.06
Visitor,7.0,6,0,6,0,0,0,0,0,0,0,0,9.0,12,1,9,3,1,8,7,1.67,0.308,-,1.13
