HQS率-,SQS率-,被打率.270,被BABIP.337,被出塁率.331,被長打率.387,K/BB3.71,K/98.56,BB/92.30,HR/90.66,GO/AO1.08,援護率-,IPR1.95,NHB%23.5%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.88,69.9%,-3.84,-0.44,-1.77,92,14.1,0,0,27.1,14,4,9,
