左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
50.5% (50),50.5% (50),50.5% (50),20.2% (20),20.2% (20),20.2% (20),29.3% (29),29.3% (29),29.3% (29)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
57.7% (15),100.0% (3),45.7% (32),15.4% (4),0.0% (0),22.9% (16),26.9% (7),0.0% (0),31.4% (22)
