条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.385,18,13,5,0,1,0,0,0,0,5,0,0.385
1-0より,.091,12,11,1,1,0,0,0,0,1,0,0,0.167
2-0より,.000,2,2,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.313,17,16,5,2,0,1,0,0,1,0,0,0.353
1-1より,.154,14,13,2,0,0,0,0,0,0,1,0,0.154
2-1より,.375,8,8,3,0,0,1,0,0,0,0,0,0.375
3-1より,.500,6,2,1,0,0,0,0,4,0,0,0,0.833
0-2より,.000,3,3,0,0,0,0,2,0,0,0,0,0.0
1-2より,.105,19,19,2,0,0,0,9,0,0,0,0,0.105
2-2より,.235,17,17,4,1,0,1,2,0,0,0,0,0.235
3-2より,.600,11,10,6,2,0,0,2,1,0,0,0,0.636
