打率.284,試合106,打席447,打数398,得点48,安打113,内安16,内安率14.2,２Ｂ17,３Ｂ2,本塁6,HR勝敗4-2-0,塁打152,打点27,三振59
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
30,1,9,10,0,10,0,100.0,2,0,5,.306,.348,.382,.730
