球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.260,49,202,181,21,47,8,1,2,63,10,28,12,1,4,5,0,5,0,1,.320,.348,0.668
東京ドーム,.406,9,33,32,4,13,4,0,1,20,5,4,1,0,0,0,0,0,0,1,.424,.625,1.049
甲子園,.250,9,38,36,3,9,1,0,0,10,0,9,0,0,1,1,0,1,0,0,.270,.278,0.548
マツダスタジアム,.438,9,38,32,6,14,2,0,1,19,4,4,4,0,0,2,0,0,0,0,.500,.594,1.094
神宮,.206,9,38,34,6,7,1,0,2,14,4,4,4,0,0,0,0,1,0,0,.289,.412,0.701
バンテリンドーム,.319,11,52,47,5,15,1,0,0,16,1,4,3,0,2,0,0,0,0,0,.385,.340,0.725
Ce その他,.429,2,11,7,0,3,0,0,0,3,0,0,2,0,0,2,0,1,0,0,.556,.429,0.984
みずほPayPay,.200,3,12,10,2,2,0,0,0,2,0,1,1,0,1,0,0,1,0,0,.333,.200,0.533
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.286,2,10,7,1,2,0,0,0,2,1,1,2,0,1,0,0,1,0,0,.500,.286,0.786
京セラD大阪,.143,2,8,7,0,1,0,1,0,3,2,1,1,0,0,0,0,0,0,0,.250,.429,0.679
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,.000,1,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
