条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.100,13,10,1,1,0,0,0,0,1,1,1,0.167
1-0より,.375,19,16,6,1,0,0,0,0,0,2,1,0.353
2-0より,.667,3,3,2,0,0,0,0,0,0,0,0,0.667
3-0より,-,4,0,0,0,0,0,0,4,0,0,0,1.0
0-1より,.000,6,6,0,0,0,0,0,0,0,0,0,0.0
1-1より,.375,9,8,3,0,1,0,0,0,1,0,0,0.444
2-1より,.250,5,4,1,0,0,0,0,0,0,1,0,0.25
3-1より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-2より,.176,17,17,3,0,0,0,8,0,0,0,0,0.176
1-2より,.067,15,15,1,0,0,0,9,0,0,0,0,0.067
2-2より,.167,24,24,4,1,0,0,11,0,0,0,0,0.167
3-2より,.200,13,5,1,0,1,0,3,8,0,0,0,0.692
