左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
25.6% (10),25.6% (10),25.6% (10),28.2% (11),28.2% (11),28.2% (11),46.2% (18),46.2% (18),46.2% (18)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
30.0% (3),- (0),24.1% (7),30.0% (3),- (0),27.6% (8),40.0% (4),- (0),48.3% (14)
