月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
5月,.167,13,30,30,0,5,0,0,0,5,0,7,0,0,0,0,0,1,0,0,.167,.167,0.333
6月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
7月,.333,3,3,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,.333,.333,0.667
8月,.143,7,7,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.143,.143,0.286
9月,.333,6,9,9,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,.333,.333,0.667
10月,.000,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
