条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.323,37,31,10,0,0,1,9,5,0,1,0
対左打者,0.25,70,60,15,1,2,1,12,5,0,5,0
