アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,105,38.9%,安打,100,76.9%
フライ,97,35.9%,四死球,23,17.7%
空三振,48,17.8%,失策出塁,7,5.4%
見三振,13,4.8%,野選,0,0.0%
犠打,7,2.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
