チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.288,19,59,52,5,15,1,0,2,22,4,5,5,0,0,2,0,0,0,0,0.351,0.423,0.774
日本ハム,0.271,23,68,59,7,16,2,0,1,21,6,12,5,0,1,3,0,1,0,2,0.338,0.356,0.694
ロッテ,0.254,21,76,71,4,18,0,1,1,23,4,13,2,0,2,1,0,0,0,2,0.293,0.324,0.617
楽天,0.271,25,90,85,5,23,5,0,1,31,7,12,1,0,3,1,0,0,0,1,0.303,0.365,0.668
西武,0.277,22,68,65,5,18,4,1,1,27,6,12,1,0,1,1,0,0,0,1,0.299,0.415,0.714
