条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.236,290,263,62,12,1,2,49,12,6,8,1
対左投手,0.362,110,105,38,4,1,4,12,4,1,0,0
