条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.242,228,190,46,5,2,1,37,26,0,11,1
対左投手,0.174,129,109,19,0,0,0,28,14,1,5,0
