球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.266,31,84,79,12,21,4,1,2,33,8,24,2,0,2,0,1,4,0,1,.298,.418,0.715
東京ドーム,.316,8,20,19,3,6,4,0,0,10,1,6,1,0,0,0,0,0,1,0,.350,.526,0.876
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.200,3,15,15,1,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,.200,.200,0.4
神宮,.250,6,17,16,1,4,0,0,0,4,0,5,1,0,0,0,0,1,1,0,.294,.250,0.544
バンテリンドーム,.111,4,9,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.111,.111,0.222
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,.250,1,4,4,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,.250,.250,0.5
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.000,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
京セラD大阪,.211,6,19,19,3,4,1,0,0,5,1,6,0,0,0,0,0,0,1,0,.211,.263,0.474
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
