条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.262,110,107,28,6,0,2,35,2,0,0,1
対左投手,0.214,60,56,12,3,1,0,16,2,2,0,0
