打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,35,11,0.314,0,9,1,0,0,0.333
2打席目,33,10,0.303,2,8,2,0,1,0.333
3打席目,35,6,0.171,0,11,1,0,0,0.194
4打席目,31,8,0.258,0,11,1,0,0,0.281
5打席目以上,14,3,0.214,0,5,0,0,0,0.214
