アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,13,17.8%,安打,22,62.9%
フライ,41,56.2%,四死球,13,37.1%
空三振,10,13.7%,失策出塁,0,0.0%
見三振,7,9.6%,野選,0,0.0%
犠打,2,2.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
