球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,256,57.0%,141.5,12,60,51,87,48.0%,11.0%,0.264,53,14,1,9,7,0
カットボール,53,11.8%,130.6,8,6,8,18,41.5%,27.6%,0.267,15,4,0,2,0,0
スプリット,50,11.1%,131.5,7,4,8,23,38.0%,30.4%,0.231,13,3,0,5,2,0
カーブ,37,8.2%,109.9,0,10,2,20,32.4%,0.0%,0.0,5,0,0,0,2,0
スライダー,29,6.5%,123.4,3,2,8,13,44.8%,21.4%,0.0,4,0,0,1,1,0
チェンジアップ,24,5.3%,124.8,1,3,2,15,25.0%,16.7%,0.333,3,1,0,0,1,0
