条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.381,25,21,8,3,1,0,0,1,0,2,1,0.391
1-0より,.364,12,11,4,0,0,1,0,0,0,1,0,0.364
2-0より,.333,4,3,1,1,0,0,0,1,0,0,0,0.5
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.458,25,24,11,3,0,1,0,0,1,0,0,0.48
1-1より,.238,21,21,5,1,0,0,0,0,0,0,0,0.238
2-1より,.462,13,13,6,1,0,1,0,0,0,0,0,0.462
3-1より,.200,7,5,1,0,0,0,0,2,0,0,0,0.429
0-2より,.125,17,16,2,0,0,0,7,0,0,0,1,0.118
1-2より,.208,24,24,5,0,0,0,8,0,0,0,0,0.208
2-2より,.185,27,27,5,1,0,0,9,0,0,0,0,0.185
3-2より,.294,28,17,5,0,0,1,5,11,0,0,0,0.571
