条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,.182,47,44,8,0,0,3,9,3,0,0,0,.234
1塁,.500,9,8,4,0,0,2,1,0,0,1,0,.500
2塁,.000,2,2,0,0,0,0,0,0,0,0,0,.000
3塁,-,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,.200,5,5,1,0,0,1,2,0,0,0,0,.200
1・3塁,1.000,1,1,1,0,0,0,0,0,0,0,0,1.000
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,-
満塁,-,0,0,0,0,0,0,0,0,0,0,0,-
得点圏,.250,8,8,2,0,0,1,2,0,0,0,0,.250
