球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,45,40.2%,145.2,3,7,14,12,53.3%,11.5%,.400,10,4,0,1,0,0
スライダー,18,16.1%,128.8,5,2,3,4,55.6%,41.7%,.286,7,2,0,3,0,0
フォーク,11,9.8%,136.2,4,0,0,7,36.4%,100.0%,.000,2,0,0,2,0,0
カーブ,10,8.9%,119.9,0,2,2,5,40.0%,0.0%,.000,1,0,0,0,0,0
スプリット,7,6.3%,138.3,2,0,2,3,57.1%,50.0%,.000,1,0,0,1,0,0
シュート,6,5.4%,146.3,2,0,1,2,50.0%,50.0%,1.000,1,1,0,0,0,0
カットボール,6,5.4%,139.4,1,0,0,5,16.7%,100.0%,.000,1,0,0,1,0,0
チェンジアップ,5,4.5%,132.8,1,0,1,1,40.0%,25.0%,.500,2,1,0,0,0,0
ツーシーム,2,1.8%,149.5,0,0,0,2,0.0%,-%,-,0,0,0,0,1,0
シンカー,1,0.9%,134.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
ワンシーム,1,0.9%,147.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
