チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.0,10,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
日本ハム,0.1,13,22,20,0,2,0,0,0,2,0,3,0,0,1,1,0,0,0,1,0.143,0.1,0.243
ロッテ,0.294,11,21,17,5,5,1,0,0,6,0,2,3,0,0,1,0,0,1,1,0.4,0.353,0.753
楽天,0.267,8,15,15,3,4,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0.267,0.267,0.533
オリックス,0.2,5,10,10,2,2,1,0,0,3,2,2,0,0,0,0,0,0,1,0,0.2,0.3,0.5
