打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,20,6,0.3,0,3,2,0,0,0.364
2打席目,18,2,0.111,0,6,2,1,0,0.2
3打席目,17,3,0.176,0,3,0,1,0,0.176
4打席目,10,3,0.3,0,0,2,1,0,0.417
5打席目以上,3,1,0.333,0,0,0,0,0,0.333
