左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.1% (26),36.1% (26),36.1% (26),19.4% (14),19.4% (14),19.4% (14),44.4% (32),44.4% (32),44.4% (32)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
25.0% (5),- (0),40.4% (21),40.0% (8),- (0),11.5% (6),35.0% (7),- (0),48.1% (25)
