守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,.226,10,37,31,3,7,0,0,0,7,0,5,3,0,0,3,0,0,1,2,.294,.226,0.52
三塁手,.250,1,4,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.250,.250,0.5
遊撃手,.000,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
左翼手,.267,5,18,15,1,4,0,0,0,4,0,3,1,0,2,0,0,0,0,0,.389,.267,0.656
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,.200,5,15,15,2,3,1,0,0,4,2,1,0,0,0,0,0,0,0,0,.200,.267,0.467
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.263,38,19,19,8,5,1,0,0,6,1,1,0,0,0,0,0,1,2,1,.263,.316,0.579
