打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.179,19,30,28,3,5,0,0,0,5,0,4,1,0,0,1,0,0,0,2,0.207,0.179,0.385
Nighter,0.254,41,66,59,11,15,2,0,0,17,3,9,3,0,2,2,0,1,3,1,0.313,0.288,0.601
