アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,14,22.6%,安打,17,60.7%
フライ,34,54.8%,四死球,10,35.7%
空三振,12,19.4%,失策出塁,1,3.6%
見三振,2,3.2%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
