チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
阪神,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ＤｅＮＡ,12.46,2,0,2,1,1,0,0,1,1,1,1,4.1,7,1,1,0,0,6,6,1.62,0.389,-,0.72
広島,0.00,1,0,1,0,0,0,0,0,0,0,0,2.0,2,0,1,1,0,0,0,1.5,0.286,-,99.00
ヤクルト,2.25,3,0,3,0,0,1,0,1,0,0,0,4.0,3,0,1,0,0,1,1,0.75,0.214,-,4.00
中日,0.00,3,0,3,0,0,0,0,0,0,0,0,2.1,1,0,3,0,0,0,0,0.43,0.125,-,99.00
