球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,0.00,3,0,3,0,0,0,0,0,0,0,0,3.0,1,0,5,0,0,0,0,0.33,0.1,-,99.00
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,12.46,2,0,2,1,1,0,0,1,1,1,1,4.1,7,1,1,0,0,6,6,1.62,0.389,-,0.72
マツダスタジアム,0.00,1,0,1,0,0,0,0,0,0,0,0,2.0,2,0,1,1,0,0,0,1.5,0.286,-,99.00
神宮,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0.5,0.143,-,99.00
バンテリンドーム,0.00,1,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.0,0.0,-,99.00
Ce その他,4.50,1,0,1,0,0,0,0,0,0,0,0,2.0,2,0,1,0,0,1,1,1.0,0.286,-,2.00
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,13.50,2,0,2,0,0,0,0,0,0,0,0,2.0,5,0,1,0,0,3,3,2.5,0.5,-,0.67
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
