条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.229,40,35,8,2,0,1,7,4,0,0,1
対左打者,0.326,51,46,15,1,1,0,7,4,0,1,0
