チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,0.0,3,0,3,0,0,3,0,3,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0.0,-,99.0
ロッテ,0.0,5,0,5,0,0,2,0,2,0,0,0,2.2,4,0,3,2,0,2,0,2.25,0.333,-,1.33
楽天,2.45,5,0,5,0,0,1,0,1,0,0,0,3.2,3,0,3,3,0,1,1,1.64,0.231,-,3.67
オリックス,1.69,7,0,7,1,0,2,0,3,1,1,0,5.1,3,0,4,1,0,1,1,0.75,0.158,-,5.33
西武,8.31,7,0,7,0,0,2,0,2,0,0,0,4.1,7,1,0,1,0,4,4,1.85,0.35,-,1.08
