アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,15,25.0%,安打,23,74.2%
フライ,30,50.0%,四死球,8,25.8%
空三振,10,16.7%,失策出塁,0,0.0%
見三振,4,6.7%,野選,0,0.0%
犠打,1,1.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
