球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,187,49.6%,139.1,10,51,35,56,51.3%,12.5%,0.308,39,12,1,4,6,0
スライダー,114,30.2%,125.4,10,17,13,55,35.1%,23.8%,0.24,25,6,0,7,1,0
チェンジアップ,76,20.2%,126.4,17,4,7,33,36.8%,43.6%,0.294,17,5,0,3,0,0
