左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
52.6% (130),52.6% (130),52.6% (130),22.7% (56),22.7% (56),22.7% (56),24.7% (61),24.7% (61),24.7% (61)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
58.8% (40),100.0% (7),48.3% (83),27.9% (19),0.0% (0),21.5% (37),13.2% (9),0.0% (0),30.2% (52)
