条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.228,211,193,44,4,0,2,41,14,1,0,3
対左投手,0.25,136,124,31,5,0,5,24,10,0,0,2
