打率.237,試合101,打席347,打数317,得点21,安打75,内安5,内安率6.7,２Ｂ9,３Ｂ0,本塁7,HR勝敗4-2-0,塁打105,打点32,三振65
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
24,1,1,0,5,0,1,0.0,5,0,6,.222,.288,.331,.619
