月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.313,18,77,67,10,21,2,0,1,26,4,8,8,0,0,2,0,0,1,2,.387,.388,0.775
5月,.284,24,106,95,7,27,5,0,1,35,9,9,7,0,1,3,0,0,3,3,.340,.368,0.708
6月,.274,22,94,84,7,23,4,0,0,27,3,14,9,0,0,0,1,2,0,1,.340,.321,0.662
7月,.260,20,85,73,11,19,1,0,2,26,5,11,8,2,2,1,1,2,0,2,.345,.356,0.701
8月,.327,26,113,104,19,34,8,0,1,45,8,11,8,0,0,1,0,0,1,2,.375,.433,0.808
9月,.322,22,94,87,13,28,2,3,1,39,10,7,5,0,1,0,1,0,0,1,.362,.448,0.81
10月,1.000,1,4,2,0,2,1,0,0,3,0,0,2,0,0,0,0,0,0,0,1.000,1.500,2.5
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
