球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.226,59,239,208,20,47,7,0,1,57,12,28,26,1,2,2,1,2,2,2,.316,.274,0.59
甲子園,.354,11,49,48,5,17,1,0,0,18,1,5,1,0,0,0,0,0,0,3,.367,.375,0.742
横浜,.365,12,55,52,13,19,3,1,2,30,5,5,3,0,0,0,0,1,1,2,.400,.577,0.977
マツダスタジアム,.333,12,52,45,5,15,2,0,0,17,1,6,5,1,0,2,0,0,1,2,.400,.378,0.778
神宮,.315,13,61,54,10,17,4,0,1,24,7,5,5,0,0,1,1,0,1,1,.367,.444,0.811
バンテリンドーム,.359,10,45,39,5,14,3,0,0,17,5,2,3,0,2,0,1,0,0,0,.422,.436,0.858
Ce その他,.471,5,20,17,3,8,1,0,2,15,3,0,1,0,0,2,0,0,0,0,.500,.882,1.382
みずほPayPay,.308,3,14,13,2,4,2,0,0,6,0,3,1,0,0,0,0,0,0,0,.357,.462,0.819
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.231,3,14,13,1,3,0,0,0,3,0,4,1,0,0,0,0,0,0,0,.286,.231,0.516
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.435,5,24,23,3,10,0,2,0,14,5,2,1,0,0,0,0,1,0,1,.458,.609,1.067
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
