左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.7% (165),36.7% (165),36.7% (165),25.6% (115),25.6% (115),25.6% (115),37.6% (169),37.6% (169),37.6% (169)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
35.8% (53),0.0% (0),38.0% (112),33.8% (50),0.0% (0),22.0% (65),30.4% (45),100.0% (6),40.0% (118)
