条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.275,47,40,11,2,0,1,14,4,1,1,1
対左打者,0.326,57,46,15,2,0,1,14,4,2,5,0
