アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,18,27.3%,安打,26,68.4%
フライ,14,21.2%,四死球,11,28.9%
空三振,22,33.3%,失策出塁,1,2.6%
見三振,6,9.1%,野選,0,0.0%
犠打,6,9.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
