球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,250,61.9%,151.2,31,43,56,80,52.0%,24.4%,.327,49,16,1,15,4,2
シュート,66,16.3%,148.9,5,10,12,27,40.9%,17.2%,.214,14,3,0,3,1,1
スライダー,65,16.1%,131.5,11,8,9,27,43.1%,36.7%,.313,16,5,1,6,2,0
フォーク,14,3.5%,139.4,3,0,3,6,42.9%,37.5%,.250,4,1,0,2,0,0
カットボール,8,2.0%,136.7,2,1,1,3,50.0%,50.0%,.333,3,1,0,2,0,0
チェンジアップ,1,0.2%,134.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
