打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,117,33,0.282,0,14,13,1,1,0.351
2打席目,123,42,0.341,2,13,6,1,1,0.369
3打席目,120,37,0.308,3,14,8,1,1,0.349
4打席目,109,32,0.294,1,15,14,2,0,0.374
5打席目以上,42,10,0.238,0,4,10,2,0,0.385
