打率.301,試合133,打席573,打数512,得点67,安打154,内安10,内安率6.5,２Ｂ23,３Ｂ3,本塁6,HR勝敗4-1-1,塁打201,打点39,三振60
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
47,2,4,7,3,4,5,44.4,11,0,8,.304,.362,.393,.755
