条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.307,344,306,94,15,2,4,37,32,2,3,1
対左投手,0.291,229,206,60,8,1,2,23,15,2,4,2
