球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,221,35.5%,145.6,7,47,34,84,39.8%,7.8%,.224,49,11,2,5,3,0
ツーシーム,129,20.7%,144.4,1,20,21,56,32.6%,1.9%,.367,30,11,1,0,3,1
スライダー,98,15.7%,132.7,14,22,16,37,53.1%,35.9%,.250,16,4,0,7,2,0
チェンジアップ,85,13.6%,129.6,10,15,11,31,42.4%,25.6%,.200,20,4,0,3,2,0
フォーク,72,11.6%,137.6,16,5,8,29,40.3%,42.1%,.167,24,4,1,10,2,0
ナックルカーブ,13,2.1%,114.8,0,3,2,7,38.5%,0.0%,1.000,1,1,0,0,0,0
カーブ,5,0.8%,114.8,0,0,0,5,0.0%,-%,-,0,0,0,0,0,0
