条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.27,261,237,64,10,0,7,73,17,4,3,0
対左投手,0.273,152,139,38,6,0,5,49,8,1,2,2
