アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,69,24.8%,安打,102,75.6%
フライ,82,29.5%,四死球,30,22.2%
空三振,93,33.5%,失策出塁,3,2.2%
見三振,29,10.4%,野選,0,0.0%
犠打,5,1.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
