種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.84,6,0,6,0,1,0,0,0,0,0,1,6.1,4,1,4,5,1,2,2,1.42,0.19,-,3.17
Visitor,0.79,10,0,10,0,0,1,0,1,0,0,0,11.1,4,0,13,4,1,1,1,0.71,0.111,-,11.33
