アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,11,22.0%,安打,8,42.1%
フライ,21,42.0%,四死球,11,57.9%
空三振,16,32.0%,失策出塁,0,0.0%
見三振,1,2.0%,野選,0,0.0%
犠打,1,2.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
