チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,0.0,5,0,5,0,0,5,0,5,0,0,0,5.0,3,0,3,2,0,0,0,1.0,0.176,-,99.0
ロッテ,0.0,5,0,5,1,0,2,0,3,1,1,0,4.1,1,0,4,0,1,0,0,0.23,0.071,-,99.0
楽天,3.86,6,0,6,0,0,2,0,2,0,0,0,4.2,4,0,6,0,1,4,2,0.86,0.222,-,1.17
オリックス,9.53,6,0,6,1,0,1,0,2,1,1,0,5.2,6,2,3,3,1,6,6,1.59,0.286,-,0.94
西武,4.5,6,0,6,0,0,4,0,4,0,0,0,4.0,3,1,4,1,1,2,2,1.0,0.214,-,2.0
